sentence,label
"It is impolite to drink less than three glasses and , after the third , it is generally impolite for guests to linger .",1
A coup attempt last August against the government of President Corazon Aquino touched off fears here that her government -- and newly won democracy in the Philippines -- were in danger .,1
"She resigned , she says , in part because `` I felt I was missing certain things in life that were as valuable as work . ''",0
"Mr. Hudson did n't provide any details about who destroyed documents , how they were destroyed or how they might have been related to the investigation .",0
"But war-torn Nicaragua today is freer than under Mr. Ortega 's predecessors , the Somozas , who managed in their 43-year reign to escape both a U.S.-sponsored invasion and your denunciations .",0
"Asked about the resonating valence bond theory of superconductivity , one of the Enquirer 's young female sources comments , `` RVB is like . .. when you eat thallium and your boyfriend eats thorium . .. and then you kiss . ''",1
"`` It 's like they 're bleeding from the carotid artery , and we 're having to fix it with a Band-Aid . ''",1
"`` You have to destroy another human being , '' Mr. Espinosa says .",0
"Federal regulators are expected to issue a statement as early as this week intended to reassure nervous Wall Street firms who have lent more than $ 10 billion to the thrift unit of deeply troubled Financial Corp. of America , Wall Street executives said .",0
We are not so advanced as a people that we can escape entirely those fears of shortages and deprivation that gripped our ancestors when nature turned ugly .,0
Mr. Genscher and his Free Democratic Party have lent support to such efforts by pursuing a detentist line .,0
"`` If the S & P would 've closed , sell orders would 've flooded New York '' and sent the stock market sharply lower , said one harried trader overlooking the raucous S & P trading pit .",0
"There 's also New Media Network , which plans to target videocassette buyers instead of renters .",0
"`` Of course , you look at some of the women competing today , and they 've missed the whole point .",1
She says the pain has been so bad that she has missed more than a week of work at her job as a bank teller .,0
"Virginia Belden , who sells vacuum cleaners and sewing machines at the Towne East store , however , frets that some shoppers might miss the thrill of getting a bargain .",0
The IDA also will lend $ 17.6 million to the Yemen Arab Republic for agricultural projects .,0
"And although the firm has become involved in some hostile transactions in recent years , its representation of a major unsolicited bid by a foreign concern struck some takeover professionals as unusual .",0
"Shortly after 6 p.m . , the shark grabs a final tuna-head snack off a line and glides off into the gloom .",0
"Thomas V. Chema , chairman of the utilities commission said it will examine the utilities ' request , especially trying to determine why an accounting change permitted by the commission did n't meet the utilities ' concerns about possible default .",1
"It is to correct for such gaps in market operations -LRB- or `` externalities , '' as economists call them -RRB- that governments have a responsibility to step in and lend a helping hand .",1
"Edward A. Brennan , chairman and chief executive officer , repeated to analysts something he said he recently told his managers about Sears 's businesses: `` If it is n't achieving its expected return on capital , their mandate is to fix it in a timely fashion , or exit the position and redeploy assets . ''",0
"But now he says he would rather risk missing the start of any bull market than being caught in another collapse , `` which would be unforgivable in the eyes of my clients . ''",0
"Says Charles Fuhrmann , a Merrill Lynch Capital Markets managing director , `` This year we missed the greedseekers and tourists . ''",0
"Schieffelin & Somerset Co. is beginning a boldly different , big-budget advertising campaign that it hopes will persuade more baby boomers to drink its Johnnie Walker Scotch whisky brands .",0
"Soon it grew to include all sorts of folks: fashion fiends with shaved heads and leather jackets , artsy egghead New Wave types with angular guitars -LRB- Blondie , Television , Talking Heads -RRB- -- 
and especially bored teens with big boots who liked to get tanked up on cheap beer and kick the stuffings out of people who did n't agree with their neo-Nazi views .",1
Reserving enables banks to absorb losses on bad credits .,0
"The date would give two breweries , which now produce beer for export only , time to step up production , the bill said .",1
"Traditions die hard , and the Fed has n't shaken its habit of targeting the real economy -- under the notion that inflation , too much money chasing too few goods , is prevented by curtailing the production of goods .",1
